item_no,quantity,unit,description,menu_types,tax,unit_price,amount,date,produce_company,size,invoice_no,month,num_days
PJBA-0006,1.0,No Unit,Morning Glory,Drinks,N,$21.00,$21.00,3/18/2021,Juice1,No Size,36684,3,31
PJAB-0012,2.0,No Unit,Recover Shot,Drinks,N,$25.00,$50.00,3/18/2021,Juice1,No Size,36684,3,31
PJAB-0014,1.0,No Unit,Booster Shot,Drinks,N,$25.00,$25.00,3/18/2021,Juice1,No Size,36684,3,31
SBRB-0006,1.0,No Unit,Bottle Deposit Fee,Drinks,N,$5.04,$5.04,3/18/2021,Juice1,No Size,36684,3,31
WS01876,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1. 135KG/CS,Food,N,$89.99,$179.98,3/19/2021,Meat1,No Size,29763,3,31
WS3677,1.0,No Unit,fuel surcharge,Food,G,$7.99,$8.39,3/19/2021,Meat1,No Size,29763,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$52.50,$52.50,3/19/2021,Grocery2,No Size,No_Invoice_No,3,31
622,0.5,doz,P Ind. Lava Cake,Pastry,N,$31.80,$15.90,3/19/2021,Pastry1,No Size,351839,3,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,3/19/2021,Pastry1,No Size,351839,3,31
61,1.0,doz,K sEaster Eggs Cookies,Pastry,N,$21.00,$21.00,3/19/2021,Pastry1,No Size,351839,3,31
132,1.0,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$12.00,3/19/2021,Pastry1,No Size,351839,3,31
115,1.0,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$13.92,3/19/2021,Pastry1,No Size,351839,3,31
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,3/19/2021,Pastry1,No Size,351839,3,31
767,1.0,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$16.20,3/19/2021,Pastry1,No Size,351839,3,31
238,1.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$6.96,3/19/2021,Pastry1,No Size,351839,3,31
202,1.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$6.09,3/19/2021,Pastry1,No Size,351839,3,31
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,3/19/2021,Pastry1,No Size,351839,3,31
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,3/19/2021,Pastry1,No Size,351839,3,31
312,0.5,doz,K Cookies Peanut Butter Chocolate,Pastry,N,$12.00,$6.00,3/19/2021,Pastry1,No Size,351839,3,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,3/19/2021,Bread2,No Size,No_Invoice_No,3,31
WS01876,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1. 135KG/CS,Food,N,$89.99,$179.98,3/21/2021,Meat1,No Size,30759,3,31
WS3677,1.0,No Unit,fuel surcharge,Food,G,$7.99,$8.39,3/21/2021,Meat1,No Size,30759,3,31
No_Item_No,2.0,bag,Red Onion Jumbo 5# bag,Food,N,$4.50,$9.00,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,10.0,pound,Sweet Potato Jumbo UCa / pound,Food,N,$1.30,$13.00,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,7.0,pound,**40 HEADS** Roma Tomato Mex / pound,Food,N,$1.25,$8.75,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,4.0,bunch,Green Kale Mex / bunch,Food,N,$1.45,$5.80,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,3.0,bunch,Cilantro US bunch,Food,N,$0.75,$2.25,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,3.0,bag,Arrugula/Rucola /rocket 1# bag yvr,Food,N,$12.95,$38.85,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1#,Food,N,$16.95,$16.95,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,1.0,tin,Oil Extra Virgin Olive 3L,Food,N,$33.80,$33.80,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,0.0,jug,** B/O* 4 Monks Red Wine vinegar 3.78L tol,Food,N,$11.75,$0.00,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,3.0,tub,Mayonnaise Hellmann's 4L,Food,N,$24.90,$74.70,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,2.0,case,Eggs Large white 15dz / case,Food,N,$44.25,$88.50,3/22/2021,Produce1,No Size,902263,3,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,3/22/2021,Produce1,No Size,902263,3,31
W5006M,6.0,No Unit,Floral Jasmine - GREEN Loose Tea 100g Black Tin,Teas,N,$12.50,$75.00,3/22/2021,Tea1,No Size,INV00105805,3,31
W5018M,6.0,No Unit,Organic Pear Tree - GREEN Loose Tea 100g Black Tin,Teas,N,$12.50,$75.00,3/22/2021,Tea1,No Size,INV00105806,3,31
GB2038,4.0,No Unit,Large Gift Box: Cherry Blossom Gift Set,Teas,N,$23.10,$92.40,3/22/2021,Tea1,No Size,INV00105807,3,31
W5501FZ,1.0,No Unit,Organic Lychee - GREEN Loose Tea 16g Foil Pouch,Teas,N,$0.00,$0.00,3/22/2021,Tea1,No Size,INV00105808,3,31
W7417FZ,1.0,No Unit,Cherry Blossom - GREEN Loose Tea 16g Foil Pouch,Teas,N,$0.00,$0.00,3/22/2021,Tea1,No Size,INV00105809,3,31
No_Item_No,1.0,No Unit,Freight,Teas,N,$12.00,$12.00,3/22/2021,Tea1,No Size,INV00105810,3,31
No_Item_No,1.0,No Unit,Tax,Teas,N,$11.69,$11.69,3/22/2021,Tea1,No Size,INV00105811,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$27.43,$27.43,3/22/2021,Grocery2,No Size,No_Invoice_No,3,31
EP-55B,1.0,CS,"SUGARCANE CLAMSHELL 5X5X3""",Food,G,$61.47,$64.54,3/23/2021,Produce6,500/CS,184748,3,31
PT-MFTK0905-1,1.0,CS,PUR VALUE MULTIFOLD TOWEL (KRAFT) 101377,Others,S,$26.05,$29.18,3/23/2021,Produce6,4000/CS,184748,3,31
EP-013P,1.0,CS,"SUGARCANE PLATE 9""",Food,G,$47.08,$49.43,3/23/2021,Produce6,500/CS,184748,3,31
EP-MSSC12,1.0,CS,COMPOSTABLE PAPER SOUP CUP - MAPLE STRIPE 12OZ,Food,G,$59.95,$62.95,3/23/2021,Produce6,500/CS,184748,3,31
TT-PHC-12W,1.0,CS,PAPER HOT CUP - WHITE 12oz,Drinks,G,$58.49,$61.41,3/23/2021,Produce6,1000/CS,184748,3,31
MON-MAN,1.0,BTL,MONIN - MANGO SYRUP (750ml),Drinks,N,$8.80,$8.80,3/23/2021,Produce6,12/CS,184748,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$6.77,$6.77,3/25/2021,Grocery2,No Size,No_Invoice_No,3,31
ca72,2.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$57.50,3/26/2021,Produce4,2.5KG,71618929,3,31
BSHIND2,1.0,No Unit,GUYS-INDIA CURRIES LENTIL SOUP,Food,N,$37.85,$37.85,3/26/2021,Produce4,4/64OZ,71618929,3,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.85,$37.85,3/26/2021,Produce4,4/64OZ,71618929,3,31
SN01604,1.0,No Unit,MUFF BATT ORANGE DATE 19710,Pastry,N,$27.25,$27.25,3/26/2021,Produce4,16LB,71618929,3,31
SN01599,1.0,No Unit,MUFF BATT DBL CHOC CHIP 19706,Pastry,N,$27.25,$27.25,3/26/2021,Produce4,16LB,71618929,3,31
STY5719,1.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$35.40,3/26/2021,Produce4,16/460G,71618929,3,31
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCH SLICED,Food,N,$32.23,$32.23,3/26/2021,Produce4,8X8/85G,71618929,3,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$4.50,$4.73,3/26/2021,Produce4,No Size,71618929,3,31
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,3/26/2021,Bread2,No Size,No_Invoice_No,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$87.82,$87.82,3/28/2021,Grocery2,No Size,No_Invoice_No,3,31
No_Item_No,1.0,No Unit,Home Depot,Others,N,$21.82,$21.82,3/29/2021,Tool3,No Size,No_Invoice_No,3,31
No_Item_No,4.0,bunch,Green Kale Mex / bunch,Food,N,$1.45,$5.80,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,2.0,bag,Jumbo Onion UWa 5# /bag,Food,N,$2.50,$5.00,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,bag,Red Pepper HH Mex 3# bag,Food,N,$8.70,$8.70,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,7.0,pound,** 30 HEADS ** Roma Tomato Mex / pound,Food,N,$1.25,$8.75,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,case,water San Pellegrino 24x250ml (g) + Bottle Deposit + Enviro/Recycling Fee taxable,Food,G,$33.27,$34.81,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,2.0,bunch,Cilantro US bunch,Food,N,$0.75,$1.50,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,2.0,bag,Arrugula/Rucola /rocket 1# bag yvr,Food,N,$12.95,$25.90,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,10.0,head,Avocado Hass 20 Turning / head,Food,N,$1.70,$17.00,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$44.25,$44.25,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,jug,4 Monks Red Wine vinegar 3.78L tol,Food,N,$11.75,$11.75,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,2.0,pkg,Tomato Cheery Mex 1pt,Food,N,$3.40,$6.80,3/29/2021,Produce1,No Size,902785,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$32.33,$32.33,3/29/2021,Grocery2,No Size,No_Invoice_No,3,31
101,1.5,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$21.60,3/29/2021,Pastry1,No Size,351974,3,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,3/29/2021,Pastry1,No Size,351974,3,31
622,1.0,doz,P Ind. Lava Cake,Pastry,N,$31.80,$31.80,3/29/2021,Pastry1,No Size,351974,3,31
132,1.0,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$12.00,3/29/2021,Pastry1,No Size,351974,3,31
315,0.5,doz,K Cookies Sexy Dark Chocolate,Pastry,N,$12.00,$6.00,3/29/2021,Pastry1,No Size,351974,3,31
312,1.0,doz,K Cookies Peanut Butter Chocolate,Pastry,N,$12.00,$12.00,3/29/2021,Pastry1,No Size,351974,3,31
202,2.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$12.18,3/29/2021,Pastry1,No Size,351974,3,31
238,1.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$6.96,3/29/2021,Pastry1,No Size,351974,3,31
57,2.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$13.92,3/29/2021,Pastry1,No Size,351974,3,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$8.71,$8.71,3/30/2021,Grocery2,No Size,No_Invoice_No,3,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$1.80,$1.80,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,4.0,bunch,Green Kale Mex / bunch,Food,N,$1.45,$5.80,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,2.0,bag,Jumbo Onion UWa 5# /bag,Food,N,$2.50,$5.00,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,2.0,bag,Red Onion Jumbo 5# bag,Food,N,$4.50,$9.00,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,10.0,pound,Sweet Potato Jumbo UCa / pound,Food,N,$1.30,$13.00,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,3.0,pkg,Tomato Cherry Mex 1 pt,Food,N,$3.40,$10.20,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,9.0,pound,**40 HEADS** Roma Tomato Mex / pound,Food,N,$1.25,$11.25,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,2.0,bag,Arrugula/Rucola /rocket 1# bag yvr,Food,N,$12.95,$25.90,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,1.0,case,Avocado Hass 20 Turning / head,Food,N,$29.90,$29.90,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,3/31/2021,Produce1,No Size,902919,3,31
No_Item_No,1.0,No Unit,Parkgate Produce,Food,N,$3.01,$3.01,3/31/2021,Produce2,No Size,No_Invoice_No,3,31
No_Item_No,10.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$110.00,4/1/2021,Coffee3,2x5lb,32670,4,30
No_Item_No,3.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$37.50,4/1/2021,Coffee3,3x1lb,32670,4,30
CA73,1.0,No Unit,CHOCOLATE WHITE W2 CALLET,Drinks,N,$32.25,$32.25,4/1/2021,Produce4,2.5KG,71622202,4,30
BSHMOR7,1.0,No Unit,GUYS-MOROCCO AFRICAN PEA SOUP,Food,N,$37.85,$37.85,4/1/2021,Produce4,4/64oz,71622202,4,30
SN01610,1.0,No Unit,MUFF BATT RASPBERRY SWIR 19718,Pastry,N,$29.50,$29.50,4/1/2021,Produce4,16lb,71622202,4,30
SN01599,1.0,No Unit,MUFF BATT DBL CHOC CHIP 19706,Pastry,N,$27.25,$27.25,4/1/2021,Produce4,16lb,71622202,4,30
SN01603,1.0,No Unit,MUFF BATT ORANGE DATE 19710,Pastry,N,$27.25,$27.25,4/1/2021,Produce4,16lb,71622202,4,30
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19727,Pastry,N,$29.50,$29.50,4/1/2021,Produce4,16lb,71622202,4,30
SN01597,1.0,No Unit,MUFF BATT BRAN GOLD RAIS 19703,Pastry,N,$27.25,$27.25,4/1/2021,Produce4,16lb,71622202,4,30
STY5719,1.0,No Unit,BREAD SOURDOUGH HALF LOAF,Food,N,$35.40,$35.40,4/1/2021,Produce4,16/460g,71622202,4,30
STY2793,1.0,No Unit,BUN HAMBURGER BROICHE SLICED,Food,N,$32.23,$32.23,4/1/2021,Produce4,8x8/85g,71622202,4,30
SJ11,1.0,No Unit,SAMOSA VEGETABLE SANJAY,Food,N,$58.88,$58.88,4/1/2021,Produce4,35/140g,71622202,4,30
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$4.73,$4.73,4/1/2021,Produce4,No Size,71622202,4,30
TT-PHCL-D90B,1.0,No Unit,DOME LID for 10/24oz PAPER HOT CUP - BLACK 90mm,Drinks,G,$34.33,$36.05,4/1/2021,Produce6,1000/CS,185772,4,30
TT-PHC-16W,1.0,No Unit,PAPER HOT CUP - WHITE 16oz,Drinks,G,$67.42,$70.79,4/1/2021,Produce6,1000/CS,185772,4,30
BE-WCC,1.0,No Unit,WHIPPED CREAM DISPENSER REFILLS,Drinks,S,$9.10,$10.19,4/1/2021,Produce6,"10/PK, 36PK/CS",185772,4,30
MON-CAR,3.0,No Unit,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$26.40,4/1/2021,Produce6,12/CS,185772,4,30
MON-VAN,3.0,No Unit,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$26.40,4/1/2021,Produce6,12/CS,185772,4,30
TT-CU-6FRK,1.0,No Unit,"PLASTIC FORK 6""",Food,G,$10.45,$10.97,4/1/2021,Produce6,1000/CS,185772,4,30
EP-55B,1.0,No Unit,"SUGARCANE CLAMSHELL 5X5X3""",Food,G,$61.47,$64.54,4/1/2021,Produce6,500/CS,185772,4,30
MON-LEM,1.0,No Unit,MONIN - LEMON SYRUP (750ml),Drinks,N,$8.80,$8.80,4/1/2021,Produce6,12/CS,185772,4,30
TT-PCJJ-PLN,1.0,No Unit,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$39.44,$41.41,4/1/2021,Produce6,1000/CS,185772,4,30
No_Item_No,6.0,No Unit,"SUB BUNS 8""",Food,N,$4.45,$53.40,4/1/2021,Bread2,No Size,No_Invoice_No,4,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$60.43,$60.43,4/3/2021,Grocery2,No Size,No_Invoice_No,4,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$9.31,$9.31,4/3/2021,Grocery2,No Size,No_Invoice_No,4,30
1600755,6.0,No Unit,CHEESE PROVOLONE SLICES 21GM,Food,N,$47.40,$284.40,4/3/2021,Produce3,168GM,1275783,4,30
1277581,1.0,No Unit,HAM PROSCIUTTO SLI DELI,Food,N,$113.34,$113.34,4/3/2021,Produce3,500GR,1275783,4,30
7428164,1.0,No Unit,SALAMI GENOA SLI (extends 37 days past bestbefore),Food,N,$69.28,$69.28,4/3/2021,Produce3,500GR,1275783,4,30
7098971,1.0,No Unit,POTATO SWEET DICED 3/4,Food,N,$61.38,$61.38,4/3/2021,Produce3,5LB,1275783,4,30
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$59.18,$59.18,4/5/2021,Grocery2,No Size,No_Invoice_No,4,30
562082,1.0,CS,Salmon-Sockeye-Smoked-Blk,Food,N,$273.00,$273.00,4/5/2021,Produce5,No Size,458413,4,30
No_Item_No,1.0,case,Lettuce Spring Mix Org 3# vw,Food,N,$21.95,$21.95,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,2.0,bag,Red Onion Jumbo 5# bag,Food,N,$4.50,$9.00,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,2.0,pound,**10 HEADS** Roma Tomato Mex / pound,Food,N,$1.40,$2.80,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,3.0,pkg,Tomato Cherry Mex 1 pt,Food,N,$3.30,$9.90,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,3.0,bag,Arrugula/Rucola /rocket 1# bag yvr,Food,N,$12.95,$38.85,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,1.0,pkg,herb Thyme 2 oz pkg eh,Food,N,$3.75,$3.75,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,1.0,case,Avocado Hass 20 Turning / head,Food,N,$30.60,$30.60,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,2.0,jug,vinegar White Heinz 5% 5L jug,Food,N,$5.60,$11.20,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,1.0,case,Eggs Large white 15dz / case,Food,N,$44.25,$44.25,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,1.0,case,Lettuce Spring Mix Org 3# vw,Food,N,$21.95,$21.95,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,2.0,bag,Red Onion Jumbo 5# bag,Food,N,$4.50,$9.00,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,2.0,pound,**10 HEADS** Roma Tomato Mex / pound,Food,N,$1.40,$2.80,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,3.0,pkg,Tomato Cherry Mex 1 pt,Food,N,$3.30,$9.90,4/6/2021,Produce1,No Size,903210,4,30
No_Item_No,3.0,bag,Arrugula/Rucola /rocket 1# bag yvr,Food,N,$12.95,$38.85,4/6/2021,Produce1,No Size,903210,4,30
